zipcode,accommodates,bathrooms,bedrooms,beds,price,review_scores_rating
98122,8,3.0,4.0,5.0,195.0,80.0
98122,3,1.0,1.0,2.0,69.0,96.0
98122,3,1.0,0.0,1.0,200.0,93.0
98122,4,1.0,2.0,2.0,75.0,97.0
98112,2,1.0,0.0,1.0,135.0,95.0
98122,2,1.0,1.0,1.0,85.0,100.0
98122,4,1.0,2.0,2.0,110.0,100.0
98122,4,1.0,1.0,2.0,110.0,94.0
98122,5,1.0,2.0,2.0,250.0,100.0
98122,2,1.0,1.0,1.0,85.0,98.0
98122,1,1.5,1.0,1.0,50.0,89.0
98122,2,1.0,1.0,1.0,78.0,95.0
98122,2,1.0,1.0,1.0,95.0,94.0
98122,2,1.5,1.0,1.0,95.0,100.0
98122,6,2.5,3.0,2.0,175.0,100.0
98122,2,1.0,1.0,1.0,90.0,100.0
98122,1,1.0,1.0,1.0,68.0,100.0
98122,4,1.0,1.0,1.0,74.0,100.0
98122,4,2.0,3.0,3.0,500.0,93.0
98122,4,1.0,1.0,2.0,115.0,100.0
98112,4,1.0,1.0,2.0,115.0,97.0
98122,2,1.0,1.0,1.0,125.0,99.0
98122,8,3.0,3.0,4.0,350.0,100.0
98122,6,1.0,2.0,3.0,140.0,94.0
98105,2,1.0,1.0,1.0,80.0,94.0
98105,5,2.0,2.0,2.0,145.0,87.0
98105,6,1.0,1.0,3.0,150.0,93.0
98105,1,1.0,1.0,1.0,65.0,100.0
98105,3,1.0,1.0,1.0,65.0,92.0
98105,2,1.0,1.0,1.0,41.0,93.0
98105,2,1.0,1.0,1.0,59.0,95.0
98105,2,1.0,1.0,1.0,47.0,94.0
98105,2,1.0,1.0,1.0,65.0,94.0
98105,2,1.0,1.0,1.0,41.0,100.0
98105,1,1.0,1.0,1.0,35.0,80.0
98105,2,1.0,1.0,1.0,43.0,87.0
98105,2,1.0,1.0,1.0,44.0,96.0
98105,2,1.0,1.0,1.0,45.0,83.0
98115,2,1.0,2.0,2.0,98.0,100.0
98105,2,1.0,0.0,1.0,109.0,80.0
98105,3,1.0,1.0,1.0,75.0,100.0
98105,2,1.0,0.0,1.0,88.0,93.0
98105,2,1.0,0.0,1.0,98.0,78.0
98105,4,1.0,1.0,2.0,75.0,100.0
98105,3,2.0,1.0,1.0,40.0,89.0
98105,4,1.0,0.0,1.0,85.0,91.0
98105,10,2.0,3.0,7.0,275.0,88.0
98105,4,1.0,1.0,2.0,105.0,89.0
98105,3,1.0,1.0,1.0,78.0,66.0
98105,4,1.0,1.0,2.0,150.0,98.0
98105,3,1.0,1.0,1.0,95.0,73.0
98105,2,1.0,0.0,1.0,109.0,100.0
98105,5,1.0,2.0,2.0,125.0,80.0
98105,2,1.0,1.0,1.0,55.0,100.0
98105,4,1.0,0.0,2.0,98.0,80.0
98105,4,1.0,1.0,2.0,110.0,82.0
98105,12,3.5,5.0,7.0,350.0,100.0
98105,9,2.5,4.0,6.0,295.0,100.0
98105,3,1.0,1.0,2.0,105.0,74.0
98105,4,1.0,1.0,2.0,85.0,78.0
98105,3,1.0,0.0,1.0,95.0,60.0
98105,2,1.0,1.0,1.0,75.0,92.0
98105,1,1.0,1.0,1.0,45.0,89.0
98105,1,1.5,1.0,1.0,30.0,80.0
98115,7,1.5,3.0,5.0,250.0,98.0
98105,1,1.0,1.0,1.0,43.0,91.0
98105,4,1.0,1.0,1.0,125.0,100.0
98105,3,1.0,1.0,1.0,112.0,99.0
98105,4,1.0,1.0,2.0,85.0,80.0
98105,2,1.0,1.0,2.0,63.0,82.0
98105,1,1.0,1.0,1.0,41.0,95.0
98105,3,1.0,1.0,2.0,79.0,98.0
98105,2,1.0,1.0,1.0,70.0,60.0
98105,3,1.0,1.0,2.0,85.0,94.0
98105,4,1.0,0.0,2.0,110.0,64.0
98105,1,1.0,1.0,1.0,53.0,100.0
98105,2,1.0,1.0,1.0,75.0,87.0
98105,6,1.0,2.0,2.0,125.0,96.0
98105,2,1.0,0.0,1.0,90.0,70.0
98105,2,1.0,1.0,1.0,85.0,96.0
98105,3,1.0,1.0,1.0,85.0,68.0
98105,2,1.0,0.0,1.0,88.0,88.0
98105,4,1.0,1.0,2.0,92.0,100.0
98105,2,1.0,0.0,1.0,70.0,100.0
98105,2,1.0,1.0,1.0,78.0,98.0
98105,4,1.0,0.0,2.0,93.0,90.0
98105,1,1.0,1.0,1.0,120.0,100.0
98105,2,1.0,1.0,1.0,40.0,94.0
98105,2,1.0,1.0,1.0,43.0,96.0
98105,2,1.0,1.0,1.0,70.0,99.0
98105,3,1.0,1.0,2.0,90.0,93.0
98105,3,1.0,0.0,2.0,90.0,87.0
98105,2,1.0,1.0,1.0,85.0,91.0
98105,3,1.0,1.0,2.0,115.0,97.0
98105,4,1.0,1.0,1.0,89.0,82.0
98105,2,1.0,0.0,2.0,85.0,76.0
98105,3,1.0,1.0,1.0,95.0,98.0
98105,8,1.0,4.0,4.0,306.0,80.0
98105,2,1.0,1.0,1.0,47.0,87.0
98105,1,1.0,1.0,1.0,50.0,100.0
98105,4,1.0,1.0,2.0,105.0,80.0
98105,2,1.0,1.0,1.0,83.0,85.0
98105,2,1.0,1.0,1.0,73.0,96.0
98105,4,2.5,2.0,2.0,92.0,97.0
98105,2,1.0,1.0,1.0,59.0,98.0
98105,6,2.0,2.0,2.0,145.0,91.0
98105,4,1.0,1.0,2.0,95.0,66.0
98105,6,2.0,2.0,2.0,150.0,68.0
98105,4,1.0,2.0,2.0,85.0,100.0
98105,2,1.0,0.0,1.0,98.0,80.0
98105,4,1.0,1.0,4.0,110.0,100.0
98105,3,1.0,1.0,1.0,95.0,82.0
98105,1,1.0,1.0,1.0,42.0,90.0
98115,5,2.0,3.0,3.0,250.0,90.0
98105,2,1.0,1.0,1.0,40.0,90.0
98105,4,1.0,2.0,3.0,80.0,85.0
98105,2,1.5,1.0,2.0,40.0,80.0
98105,3,1.0,1.0,1.0,105.0,70.0
98105,6,2.0,2.0,3.0,150.0,60.0
98105,5,1.5,3.0,2.0,250.0,100.0
98112,2,1.0,1.0,1.0,88.0,96.0
98112,4,1.0,2.0,2.0,128.0,92.0
98112,2,1.0,1.0,1.0,110.0,95.0
98112,2,1.0,1.0,1.0,210.0,100.0
98112,4,1.0,1.0,2.0,155.0,93.0
98112,4,1.0,2.0,2.0,168.0,100.0
98112,2,1.0,0.0,1.0,62.0,96.0
98112,2,1.0,0.0,1.0,80.0,99.0
98112,2,1.0,1.0,1.0,105.0,96.0
98112,4,1.0,1.0,2.0,50.0,100.0
98112,1,1.0,1.0,1.0,165.0,100.0
98112,2,1.0,1.0,1.0,79.0,98.0
98122,2,1.0,0.0,1.0,95.0,98.0
98122,2,1.0,1.0,1.0,90.0,93.0
98122,8,2.5,3.0,3.0,380.0,100.0
98122,8,3.0,4.0,4.0,225.0,100.0
98122,2,1.0,1.0,1.0,60.0,95.0
98122,5,2.5,2.0,2.0,157.0,98.0
98122,2,1.0,1.0,1.0,110.0,99.0
98122,3,1.0,1.0,1.0,150.0,93.0
98122,5,1.0,1.0,2.0,145.0,99.0
98122,3,1.0,1.0,1.0,85.0,92.0
98144,4,1.0,1.0,2.0,79.0,95.0
98122,1,1.0,1.0,1.0,40.0,97.0
98122,2,1.0,1.0,1.0,49.0,88.0
98122,4,1.0,1.0,2.0,56.0,84.0
98122,7,2.5,3.0,4.0,330.0,100.0
98122,4,1.0,2.0,2.0,150.0,91.0
98122,8,3.0,4.0,4.0,350.0,94.0
98122,4,1.5,2.0,2.0,145.0,100.0
98122,2,1.0,1.0,1.0,67.0,90.0
98122,3,2.0,1.0,1.0,69.0,95.0
98122,2,1.0,1.0,1.0,52.0,86.0
98122,2,1.0,1.0,1.0,75.0,97.0
98122,2,1.5,1.0,1.0,90.0,91.0
98122,2,1.0,1.0,1.0,130.0,96.0
98122,2,1.0,1.0,1.0,155.0,100.0
98122,2,1.0,1.0,1.0,79.0,100.0
98122,3,1.0,1.0,1.0,60.0,92.0
98122,4,1.0,2.0,1.0,115.0,100.0
98122,2,1.0,1.0,1.0,60.0,100.0
98122,2,1.0,1.0,1.0,70.0,96.0
98122,2,1.0,1.0,1.0,80.0,100.0
98122,3,2.0,1.0,2.0,70.0,91.0
98122,1,2.0,1.0,1.0,55.0,97.0
98122,2,1.5,1.0,1.0,72.0,98.0
98122,2,1.0,1.0,1.0,67.0,100.0
98122,2,1.5,1.0,1.0,70.0,97.0
98122,2,1.0,1.0,1.0,81.0,94.0
98122,2,1.5,1.0,1.0,58.0,95.0
98122,2,2.0,1.0,1.0,58.0,100.0
98122,1,1.0,1.0,1.0,100.0,100.0
98122,2,1.0,0.0,1.0,110.0,96.0
98122,2,1.0,1.0,1.0,75.0,99.0
98122,2,1.0,0.0,1.0,124.0,98.0
98122,4,1.0,1.0,2.0,150.0,93.0
98122,2,2.0,1.0,1.0,65.0,95.0
98122,6,2.0,2.0,2.0,225.0,90.0
98122,2,1.0,1.0,1.0,70.0,100.0
98122,2,1.0,1.0,1.0,105.0,93.0
98122,4,2.0,2.0,2.0,158.0,93.0
98122,2,1.0,1.0,1.0,69.0,97.0
98122,2,1.0,1.0,2.0,99.0,89.0
98122,6,1.0,2.0,3.0,165.0,100.0
98122,4,1.0,1.0,2.0,118.0,100.0
98122,2,1.0,1.0,3.0,100.0,80.0
98122,2,1.0,1.0,1.0,90.0,95.0
98122,2,1.0,1.0,1.0,81.0,93.0
98122,3,1.0,1.0,1.0,70.0,100.0
98122,2,1.0,1.0,1.0,69.0,99.0
98122,4,1.0,1.0,2.0,90.0,100.0
98122,2,2.0,1.0,1.0,70.0,100.0
98122,2,1.0,1.0,1.0,179.0,96.0
98122,2,1.0,1.0,1.0,105.0,100.0
98122,4,2.0,1.0,1.0,110.0,100.0
98122,4,1.0,2.0,2.0,150.0,93.0
98122,2,1.0,0.0,1.0,75.0,100.0
98122,2,3.0,1.0,1.0,111.0,100.0
98122,2,1.0,1.0,2.0,108.0,100.0
98122,2,1.0,1.0,1.0,82.0,98.0
98122,6,1.0,2.0,3.0,115.0,96.0
98122,4,1.0,2.0,2.0,220.0,92.0
98122,6,1.0,3.0,4.0,114.0,100.0
98122,2,1.0,1.0,1.0,59.0,98.0
98122,1,1.5,1.0,1.0,54.0,95.0
98122,2,1.0,1.0,1.0,75.0,99.0
98122,2,1.0,1.0,1.0,90.0,100.0
98122,4,0.5,1.0,1.0,95.0,95.0
98122,6,2.0,2.0,2.0,160.0,95.0
98122,4,1.0,2.0,2.0,175.0,100.0
98122,1,1.0,1.0,1.0,37.0,89.0
98122,3,2.0,2.0,2.0,199.0,100.0
98122,4,1.0,2.0,2.0,200.0,90.0
98122,8,1.0,3.0,3.0,175.0,72.0
98122,4,1.0,1.0,1.0,120.0,99.0
98122,4,1.0,2.0,2.0,160.0,95.0
98122,4,2.0,1.0,1.0,125.0,96.0
98122,4,1.0,2.0,2.0,150.0,100.0
98122,3,1.0,1.0,2.0,100.0,96.0
98122,2,1.0,1.0,1.0,90.0,98.0
98122,2,1.0,1.0,1.0,95.0,90.0
98122,2,1.0,1.0,1.0,92.0,99.0
98122,1,1.0,1.0,1.0,79.0,96.0
98122,2,1.5,1.0,1.0,72.0,95.0
98122,6,1.0,2.0,2.0,115.0,100.0
98122,8,3.5,4.0,5.0,270.0,100.0
98122,2,1.0,1.0,2.0,65.0,100.0
98122,10,3.5,4.0,6.0,300.0,93.0
98122,6,1.5,2.0,3.0,122.0,100.0
98122,2,3.0,1.0,1.0,87.0,99.0
98122,6,1.5,3.0,5.0,200.0,100.0
98122,3,1.0,1.0,1.0,156.0,95.0
98122,1,1.0,1.0,1.0,90.0,95.0
98122,8,3.5,3.0,5.0,325.0,100.0
98122,3,1.0,1.0,1.0,115.0,100.0
98122,10,2.5,2.0,8.0,425.0,96.0
98122,2,1.0,1.0,1.0,119.0,100.0
98122,6,2.5,3.0,4.0,220.0,96.0
98122,4,1.0,1.0,1.0,85.0,98.0
98122,4,1.0,2.0,2.0,100.0,90.0
98122,4,1.0,1.0,1.0,99.0,75.0
98122,4,1.5,1.0,1.0,120.0,83.0
98122,2,1.0,0.0,1.0,150.0,93.0
98122,2,1.0,1.0,1.0,75.0,100.0
98122,2,1.0,1.0,1.0,90.0,100.0
98122,3,1.0,1.0,2.0,125.0,100.0
98122,2,1.0,1.0,1.0,90.0,99.0
98122,2,2.0,1.0,1.0,200.0,100.0
98122,4,1.5,1.0,2.0,200.0,98.0
98122,6,3.5,4.0,4.0,287.0,100.0
98122,5,1.0,1.0,1.0,90.0,97.0
98122,4,1.0,1.0,3.0,150.0,99.0
98122,2,1.0,1.0,1.0,119.0,98.0
98122,5,2.5,2.0,3.0,150.0,97.0
98122,2,1.0,1.0,1.0,170.0,96.0
98122,4,1.0,2.0,3.0,150.0,100.0
98144,5,3.0,3.0,5.0,279.0,100.0
98144,2,1.0,1.0,1.0,55.0,90.0
98122,4,1.0,1.0,2.0,125.0,90.0
98144,2,1.0,1.0,1.0,90.0,100.0
98122,6,2.0,3.0,5.0,199.0,96.0
98122,2,1.0,1.0,1.0,65.0,98.0
98144,3,1.0,1.0,1.0,92.0,93.0
98144,7,2.5,3.0,3.0,257.0,100.0
98122,2,1.0,0.0,1.0,79.0,99.0
98144,6,1.5,3.0,3.0,200.0,94.0
98144,2,1.0,1.0,1.0,80.0,60.0
98122,2,1.0,1.0,1.0,85.0,96.0
98144,3,1.5,1.0,1.0,65.0,100.0
98144,4,1.0,2.0,2.0,105.0,97.0
98122,2,2.0,1.0,1.0,59.0,96.0
98144,3,1.5,1.0,1.0,59.0,95.0
98144,2,1.5,1.0,1.0,56.0,98.0
98122,2,1.0,1.0,1.0,85.0,92.0
98144,8,2.5,3.0,4.0,135.0,100.0
98122,6,2.0,3.0,3.0,200.0,100.0
98144,8,2.5,3.0,3.0,163.0,100.0
98122,2,1.0,1.0,1.0,59.0,100.0
98144,6,1.5,2.0,3.0,135.0,97.0
98144,2,1.5,1.0,1.0,75.0,100.0
98122,2,1.0,1.0,1.0,109.0,98.0
98122,8,3.5,5.0,5.0,500.0,93.0
98144,1,1.0,1.0,1.0,55.0,97.0
98122,8,3.5,5.0,5.0,400.0,100.0
98144,4,2.5,2.0,2.0,105.0,97.0
98122,2,1.0,1.0,1.0,39.0,82.0
98144,2,1.0,1.0,2.0,50.0,100.0
98144,4,1.0,2.0,2.0,129.0,100.0
98122,1,2.0,1.0,1.0,44.0,99.0
98122,12,3.5,5.0,8.0,350.0,100.0
98144,10,3.5,3.0,3.0,300.0,97.0
98144,2,1.0,1.0,1.0,53.0,95.0
98144,2,1.0,1.0,1.0,60.0,100.0
98144,10,3.5,3.0,3.0,285.0,100.0
98144,5,1.0,1.0,3.0,159.0,100.0
98122,5,1.0,3.0,3.0,225.0,98.0
98122,3,1.0,1.0,1.0,66.0,100.0
98144,4,1.0,1.0,1.0,80.0,94.0
98144,3,1.0,1.0,1.0,79.0,96.0
98144,2,2.0,1.0,1.0,120.0,100.0
98122,2,2.0,1.0,1.0,49.0,97.0
98144,4,1.0,1.0,2.0,122.0,95.0
98144,2,1.0,0.0,1.0,90.0,83.0
98144,6,2.5,2.0,4.0,196.0,98.0
98144,2,1.0,1.0,1.0,115.0,89.0
98144,4,1.5,2.0,2.0,125.0,99.0
98144,2,1.5,1.0,2.0,60.0,93.0
98144,2,1.5,1.0,1.0,70.0,94.0
98144,4,2.0,3.0,2.0,175.0,100.0
98144,2,2.0,1.0,1.0,69.0,93.0
98144,2,1.0,1.0,1.0,69.0,98.0
98144,2,1.0,1.0,1.0,35.0,84.0
98144,2,1.0,1.0,1.0,68.0,96.0
98144,4,1.5,1.0,1.0,100.0,100.0
98144,2,1.0,0.0,1.0,70.0,100.0
98144,2,1.5,1.0,1.0,90.0,100.0
98122,6,2.5,2.0,3.0,275.0,96.0
98144,2,1.0,1.0,1.0,60.0,97.0
98144,4,1.5,2.0,2.0,125.0,100.0
98144,2,1.0,1.0,1.0,90.0,96.0
98144,4,2.0,2.0,3.0,90.0,100.0
98144,6,2.5,3.0,3.0,250.0,100.0
98144,4,1.0,0.0,2.0,95.0,97.0
98144,7,3.5,3.0,3.0,218.0,88.0
98144,3,1.0,1.0,1.0,120.0,100.0
98144,2,1.0,0.0,1.0,64.0,89.0
98144,4,1.0,0.0,2.0,170.0,99.0
98144,4,2.0,3.0,2.0,168.0,100.0
98144,2,1.0,1.0,1.0,60.0,98.0
98144,3,1.0,0.0,2.0,85.0,90.0
98144,2,1.0,1.0,1.0,70.0,97.0
98144,4,1.0,2.0,3.0,115.0,93.0
98144,4,1.0,1.0,1.0,90.0,84.0
98144,2,1.0,1.0,1.0,80.0,100.0
98122,4,2.0,2.0,2.0,149.0,100.0
98144,8,3.0,3.0,3.0,250.0,94.0
98144,4,1.0,1.0,2.0,69.0,98.0
98144,2,1.0,1.0,1.0,65.0,100.0
98144,2,0.5,1.0,1.0,40.0,86.0
98144,2,1.5,1.0,1.0,60.0,95.0
98122,4,2.0,2.0,2.0,149.0,96.0
98144,2,1.0,1.0,1.0,115.0,100.0
98144,6,1.0,1.0,3.0,79.0,89.0
98101,2,1.0,0.0,1.0,100.0,95.0
98101,2,1.0,1.0,2.0,76.0,91.0
98101,2,2.0,1.0,1.0,95.0,95.0
98121,4,1.0,1.0,2.0,100.0,86.0
98101,6,2.0,2.0,3.0,137.0,88.0
98101,8,0.0,1.0,8.0,38.0,93.0
98121,4,2.5,2.0,2.0,557.0,99.0
98101,6,1.0,1.0,3.0,160.0,98.0
98101,2,1.0,0.0,1.0,179.0,87.0
98101,8,8.0,1.0,8.0,41.0,87.0
98101,3,1.0,0.0,1.0,99.0,91.0
98101,2,1.0,0.0,1.0,149.0,60.0
98101,3,1.0,1.0,1.0,199.0,94.0
98101,3,1.0,1.0,1.0,157.0,99.0
98121,4,1.0,0.0,2.0,170.0,98.0
98101,4,1.0,1.0,2.0,85.0,93.0
98101,4,2.0,2.0,2.0,299.0,98.0
98101,2,1.0,1.0,1.0,95.0,100.0
98101,4,1.0,1.0,2.0,99.0,92.0
98101,4,1.0,0.0,2.0,114.0,95.0
98101,5,2.0,2.0,2.0,311.0,100.0
98101,3,1.0,0.0,2.0,100.0,97.0
98101,3,1.0,1.0,1.0,150.0,95.0
98102,3,1.0,1.0,2.0,135.0,98.0
98102,4,1.0,2.0,2.0,110.0,100.0
98102,4,1.0,1.0,1.0,75.0,93.0
98102,2,1.0,1.0,1.0,138.0,100.0
98102,2,1.0,1.0,1.0,129.0,100.0
98102,2,1.0,1.0,1.0,120.0,95.0
98102,4,1.0,1.0,1.0,95.0,98.0
98102,2,1.0,1.0,1.0,95.0,98.0
98102,3,1.0,1.0,1.0,91.0,96.0
98102,3,1.0,1.0,2.0,135.0,100.0
98102,4,1.0,1.0,1.0,95.0,95.0
98102,3,1.0,1.0,1.0,140.0,96.0
98102,4,1.0,2.0,2.0,125.0,98.0
98102,3,1.0,1.0,1.0,150.0,90.0
98102,4,1.5,2.0,3.0,129.0,100.0
98102,4,1.0,1.0,2.0,85.0,86.0
98102,2,1.0,0.0,1.0,82.0,95.0
98102,2,1.0,1.0,1.0,103.0,97.0
98102,2,1.0,1.0,1.0,59.0,96.0
98102,4,1.0,1.0,1.0,150.0,80.0
98102,2,1.0,1.0,1.0,115.0,98.0
98102,8,1.0,2.0,4.0,300.0,98.0
98102,2,1.0,0.0,1.0,91.0,88.0
98102,2,1.0,1.0,1.0,59.0,90.0
98102,3,1.0,1.0,1.0,125.0,87.0
98102,2,1.0,1.0,1.0,195.0,90.0
98102,2,1.0,1.0,1.0,58.0,89.0
98102,8,2.5,3.0,3.0,600.0,60.0
98102,4,1.0,0.0,2.0,100.0,73.0
98102,3,1.0,2.0,2.0,125.0,96.0
98102,2,1.0,1.0,1.0,82.0,92.0
98102,2,1.0,1.0,1.0,55.0,100.0
98102,2,1.0,1.0,1.0,134.0,100.0
98102,2,1.0,1.0,1.0,42.0,75.0
98102,2,1.0,1.0,1.0,125.0,96.0
98102,6,1.0,2.0,2.0,115.0,77.0
98109,3,1.0,1.0,1.0,125.0,98.0
98109,2,1.0,1.0,1.0,55.0,96.0
98109,6,2.0,2.0,3.0,550.0,100.0
98109,3,1.0,1.0,1.0,100.0,100.0
98102,2,1.0,0.0,1.0,80.0,82.0
98109,4,2.0,1.0,1.0,100.0,100.0
98109,2,1.0,0.0,1.0,90.0,100.0
98102,2,1.0,1.0,1.0,59.0,85.0
98109,4,1.0,1.0,1.0,183.0,96.0
98109,2,1.0,1.0,1.0,220.0,96.0
98109,2,1.0,1.0,1.0,115.0,73.0
98109,3,1.0,1.0,1.0,183.0,98.0
98102,2,1.0,1.0,1.0,115.0,98.0
98109,2,1.0,1.0,1.0,75.0,90.0
98109,2,1.0,0.0,1.0,110.0,80.0
98109,3,1.0,1.0,1.0,183.0,100.0
98109,2,1.0,1.0,1.0,220.0,100.0
98109,3,1.0,1.0,1.0,119.0,93.0
98109,2,1.0,1.0,1.0,75.0,40.0
98199,6,2.5,3.0,3.0,200.0,90.0
98199,7,2.0,3.0,3.0,229.0,100.0
98199,10,3.5,3.0,5.0,333.0,94.0
98199,1,1.0,1.0,1.0,41.0,89.0
98199,2,1.0,1.0,1.0,70.0,98.0
98199,2,1.0,1.0,2.0,70.0,86.0
98199,12,3.5,5.0,7.0,350.0,100.0
98199,6,1.0,2.0,4.0,200.0,94.0
98199,5,2.5,3.0,3.0,225.0,98.0
98199,2,1.0,1.0,1.0,40.0,94.0
98199,2,1.0,1.0,1.0,46.0,91.0
98199,2,1.0,1.0,1.0,64.0,97.0
98199,2,1.0,1.0,1.0,125.0,100.0
98199,6,2.0,3.0,4.0,250.0,100.0
98199,1,1.0,1.0,1.0,30.0,97.0
98199,3,1.0,1.0,1.0,150.0,100.0
98199,5,2.0,3.0,2.0,280.0,80.0
98199,2,1.0,1.0,1.0,75.0,100.0
98199,4,1.0,1.0,1.0,178.0,60.0
98199,5,1.0,2.0,3.0,129.0,73.0
98199,2,1.0,1.0,1.0,50.0,93.0
98199,5,2.0,3.0,3.0,175.0,100.0
98199,2,1.0,1.0,1.0,88.0,93.0
98199,2,1.0,1.0,1.0,100.0,85.0
98199,5,2.0,2.0,2.0,225.0,100.0
98199,6,1.5,2.0,4.0,250.0,100.0
98199,9,1.5,0.0,4.0,95.0,84.0
98199,15,4.0,4.0,7.0,172.0,97.0
98199,2,1.0,1.0,1.0,99.0,79.0
98199,2,1.0,1.0,1.0,99.0,87.0
98199,5,1.0,2.0,3.0,175.0,93.0
98199,12,3.5,5.0,7.0,350.0,100.0
98199,10,2.0,3.0,3.0,375.0,95.0
98101,3,1.0,1.0,1.0,144.0,99.0
98101,4,1.0,1.0,1.0,999.0,94.0
98121,6,2.0,2.0,3.0,138.0,94.0
98121,4,1.0,1.0,2.0,145.0,98.0
98121,2,1.0,1.0,1.0,125.0,95.0
98121,1,1.0,1.0,1.0,45.0,80.0
98121,2,1.0,1.0,1.0,35.0,87.0
98121,4,1.0,1.0,2.0,225.0,90.0
98121,1,1.0,1.0,1.0,50.0,100.0
98121,2,1.0,1.0,1.0,100.0,89.0
98121,5,1.0,1.0,2.0,120.0,83.0
98101,3,1.0,1.0,1.0,249.0,55.0
98121,3,1.0,0.0,1.0,95.0,100.0
98109,3,1.0,1.0,1.0,150.0,97.0
98121,2,1.0,1.0,1.0,130.0,20.0
98121,4,1.0,0.0,1.0,130.0,100.0
98121,6,1.0,0.0,3.0,105.0,93.0
98121,3,1.0,1.0,1.0,175.0,90.0
98121,3,1.0,0.0,2.0,100.0,93.0
98121,2,1.0,0.0,1.0,129.0,98.0
98121,4,1.0,0.0,3.0,90.0,95.0
98101,6,2.5,2.0,3.0,350.0,100.0
98109,4,1.0,2.0,2.0,199.0,72.0
98121,2,1.0,0.0,1.0,75.0,87.0
98121,4,1.0,1.0,2.0,110.0,94.0
98121,3,1.0,1.0,1.0,80.0,95.0
98121,2,1.0,0.0,1.0,150.0,98.0
98121,2,1.0,0.0,1.0,95.0,100.0
98121,3,1.0,1.0,1.0,139.0,98.0
98121,3,1.0,1.0,1.0,139.0,100.0
98121,4,1.0,1.0,2.0,275.0,93.0
98101,2,1.0,0.0,1.0,135.0,94.0
98121,5,1.0,1.0,3.0,128.0,94.0
98121,4,1.0,1.0,2.0,100.0,92.0
98121,2,1.0,1.0,1.0,100.0,98.0
98101,2,1.0,1.0,1.0,120.0,96.0
98121,5,1.0,0.0,1.0,125.0,92.0
98109,2,1.0,1.0,1.0,120.0,97.0
98121,4,1.0,0.0,2.0,150.0,90.0
98121,2,1.0,0.0,1.0,140.0,92.0
98121,3,1.0,0.0,2.0,150.0,96.0
98109,3,1.0,1.0,2.0,149.0,97.0
98121,4,2.0,2.0,2.0,229.0,100.0
98121,2,1.0,0.0,1.0,93.0,97.0
98121,3,1.0,0.0,2.0,110.0,97.0
98121,1,1.0,1.0,1.0,139.0,95.0
98121,2,1.0,1.0,1.0,157.0,100.0
98121,1,1.0,1.0,1.0,90.0,97.0
98121,4,1.0,1.0,1.0,90.0,94.0
98102,2,1.0,0.0,1.0,125.0,99.0
98101,2,1.0,1.0,1.0,95.0,98.0
98121,6,2.0,2.0,3.0,197.0,95.0
98121,5,1.0,1.0,3.0,155.0,97.0
98105,6,1.0,2.0,2.0,195.0,95.0
98121,6,2.0,2.0,3.0,150.0,95.0
98101,3,1.0,1.0,1.0,175.0,95.0
98121,6,2.0,2.0,3.0,156.0,91.0
98121,6,2.5,2.0,2.0,320.0,97.0
98121,7,2.0,2.0,2.0,200.0,97.0
98121,3,1.0,1.0,2.0,200.0,100.0
98101,6,2.0,2.0,3.0,165.0,96.0
98121,3,1.0,0.0,1.0,148.0,92.0
98121,7,2.0,3.0,4.0,127.0,100.0
98121,8,3.0,3.0,4.0,405.0,100.0
98121,4,1.0,2.0,2.0,219.0,95.0
98121,10,2.0,3.0,4.0,899.0,100.0
98121,6,2.0,2.0,4.0,239.0,95.0
98121,4,1.0,1.0,2.0,150.0,100.0
98121,4,1.0,1.0,1.0,140.0,100.0
98121,6,2.0,2.0,3.0,117.0,87.0
98121,4,1.0,1.0,2.0,99.0,96.0
98121,3,1.0,1.0,1.0,170.0,100.0
98121,2,1.0,0.0,2.0,100.0,97.0
98121,6,2.0,2.0,3.0,300.0,100.0
98121,6,2.0,2.0,3.0,197.0,96.0
98121,6,1.0,2.0,3.0,175.0,100.0
98121,6,2.0,2.0,3.0,131.0,91.0
98121,7,2.0,2.0,4.0,200.0,95.0
98101,4,1.0,1.0,2.0,89.0,97.0
98101,6,2.0,2.0,3.0,142.0,87.0
98121,2,1.0,1.0,1.0,125.0,94.0
98121,4,1.0,1.0,1.0,245.0,80.0
98121,2,1.0,1.0,1.0,117.0,85.0
98121,4,1.0,1.0,2.0,215.0,91.0
98121,6,1.0,2.0,3.0,215.0,100.0
98121,4,1.0,2.0,3.0,275.0,95.0
98121,6,1.0,2.0,3.0,175.0,93.0
98121,6,1.0,2.0,3.0,195.0,93.0
98121,4,1.0,1.0,1.0,113.0,90.0
98101,8,2.0,2.0,4.0,700.0,100.0
98121,4,1.5,1.0,2.0,139.0,90.0
98121,2,1.0,0.0,1.0,100.0,98.0
98121,4,1.0,1.0,1.0,106.0,100.0
98121,9,2.5,3.0,7.0,475.0,100.0
98101,6,2.0,2.0,3.0,143.0,94.0
98121,4,1.0,1.0,2.0,205.0,93.0
98121,4,1.0,0.0,3.0,80.0,100.0
98121,6,1.0,0.0,3.0,120.0,99.0
98121,2,1.0,1.0,1.0,139.0,100.0
98121,4,1.0,0.0,2.0,135.0,98.0
98121,4,1.0,1.0,2.0,155.0,93.0
98121,2,1.0,1.0,1.0,90.0,90.0
98121,4,1.0,1.0,1.0,139.0,87.0
98121,4,1.0,1.0,2.0,181.0,80.0
